SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2,16h Raw Mean,Plate_IQM,16h Normalized,antibiotic_hits
O=C(O)C(C)C1=CC=C(NCC(C)=C)C=C1,10-1,A02,1.192,1.187,1.1895,1.209375,0.9835658914728681,0
CC[C@H](C)C1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,10-1,A03,1.2,1.198,1.1989999999999998,1.209375,0.9914211886304908,0
O=C(N(C)C)CNCCC1=CC=CC(OCCCC)=C1,10-1,A04,1.238,1.238,1.238,1.209375,1.0236692506459948,0
NC(NC(C1=CC=C(C2CCN(C(C)=O)CC2)C(C(F)(F)F)=C1)=O)=N,10-1,A05,1.216,1.207,1.2115,1.209375,1.0017571059431525,0
O=S(C1=CC=CC(Cl)=C1C)(NC1=C2CN(CC3=CC=CC=C3)CCC2=NC(NCCC2=CC=CC=C2)=N1)=O,10-1,A06,1.249,1.24,1.2445,1.209375,1.0290439276485788,0
CC(NC1=CC=CC=C1SC)=O,10-1,A07,1.192,1.198,1.1949999999999998,1.209375,0.9881136950904391,0
O=C(C1=C(NC(NC2=CC=C(Cl)C=C2)=O)SC2=C1CCN(CC)C2)N,10-1,A08,1.164,1.197,1.1804999999999999,1.209375,0.9761240310077518,0
COC1=C(CC(OCC)=O)C(C(CCCCCCC)=O)=CC(OC)=C1OC,10-1,A09,1.224,1.26,1.242,1.209375,1.0269767441860465,0
OC1=C2N=C(C)C=CC2=CC=C1C(NC1=NC=CC(C)=C1)C1=CC=CC=C1[N+]([O-])=O,10-1,A10,1.222,1.278,1.25,1.209375,1.0335917312661498,0
O=C([C@@H]1CCC[C@@]2([H])N1C(=O)[C@@H](NC([C@@H](S)CC1=CC=CC=C1)=O)CCS2)O,10-1,A11,1.22,1.253,1.2365,1.209375,1.0224289405684752,0
O=C(NC1=CC=C(S(=O)(N2CCOCC2)=O)C=C1)C1=CC(Cl)=CC=C1NS(=O)(C1=CC=C(Cl)S1)=O,10-1,B02,0.046,0.049,0.0475,1.209375,0.03927648578811369,1
O=S(C1=NC2=CC=C(OC(F)F)C=C2N1[Na])CC3=NC=CC(OC)=C3OC.[1.5H2O],10-1,B03,1.192,1.218,1.205,1.209375,0.9963824289405685,0
O=C(N1C=NN(C2=CC=C(Cl)C=C2Cl)C1=O)N(C1=CC=C(F)C=C1F)C(C)C,10-1,B04,1.208,1.228,1.218,1.209375,1.0071317829457362,0
O=C([C@H](C(C)C)NC(OC(C)C)=O)NC(C1=CC=C(Cl)C=C1)CC(OC)=O,10-1,B05,1.227,1.232,1.2295,1.209375,1.0166408268733849,0
O=C([C@H](C(C)C)NC(OC(C)C)=O)N[C@H](C1=CC=C(Cl)C=C1)CC(OC)=O,10-1,B06,1.202,1.22,1.2109999999999999,1.209375,1.0013436692506459,0
O=C(C1=CN(C)N=C1C(F)(F)F)NC1=C(C(C)CC(C)C)SC=C1,10-1,B07,1.22,1.266,1.2429999999999999,1.209375,1.0278036175710592,0
O=C(O)COC1=CC=C(Cl)C=C1CO,10-1,B08,1.186,1.216,1.201,1.209375,0.9930749354005168,0
C[C@@H](OC1=CC=C(OC2=CC=C(C#N)C=C2F)C=C1)C(O)=O,10-1,B09,1.196,1.242,1.2189999999999999,1.209375,1.0079586563307492,0
CC(S(=O)(C)=O)(C)/C=N/OC(NC)=O,10-1,B10,1.196,1.255,1.2254999999999998,1.209375,1.0133333333333332,0
O=P(OCCCl)(OC1=CC=C2C(=C1)OC(=O)C(Cl)=C2C)OCCCl,10-1,B11,1.244,1.285,1.2645,1.209375,1.045581395348837,0
[H][C@@]1([C@@H](C)CC)NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C([C@@H](C)O)NC1=O,10-1,C02,1.21,1.21,1.21,1.209375,1.000516795865633,0
O=C1[C@]([H])([C@H](O)CC(N)=O)NC(=O)C([C@H](O)[C@H](C2=CC=C(O)C=C2)O)NC(=O)[C@]2([H])C[C@@H](O)CN2C(=O)C([C@H](O)C)NC(=O)[C@@H](NC(CCCCCCCC[C@@H](C)C[C@@H](C)CC)=O)C[C@@H](O)[C@@H](O)NC(=O)[C@@]2([H])N1CC[C@@H]2O,10-1,C03,1.23,1.238,1.234,1.209375,1.0203617571059431,0
O=C(C1=C(CC)C(Cl)=C(O)C(Cl)=C1O)O[C@@H]1[C@@H](C)O[C@@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C\[C@H](CC)[C@@H](O[C@]3([H])OC(C)(C)[C@@H](OC(C(C)C)=O)[C@H](O)[C@@H]3O)/C(C)=C\C(C)=C/C[C@@]([H])([C@H](O)C)OC2=O)[C@@H](OC)[C@H]1O,10-1,C04,0.046,0.046,0.046,1.209375,0.03803617571059431,1
[H][C@]12NC(=O)[C@]3([H])NC(=O)[C@@]4([H])NC(=O)[C@@]([H])(CC5=CC=C(C=C5)OC5=CC3=CC(=C5O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)OC3=CC=C(C=C3Cl)[C@@H](O)[C@]([H])(NC1=O)C(=O)N[C@]([H])(C(=O)NCCCN(C)C)C1=CC(O)=CC(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)=C1C1=CC2=CC=C1O)NC(=O)[C@H](NC)C1=CC(=C(O)C=C1)OC1=CC4=C(Cl)C(O)=C1,10-1,C05,0.047,0.049,0.048,1.209375,0.03968992248062015,1
CC1(C)[C@@H]2CC[C@]1(C)C(=O)/C2=C\C1=CC=C(C)C=C1,10-1,C06,1.164,1.242,1.2029999999999998,1.209375,0.9947286821705424,0
C[C@@H]1NC(C)(C)CO[C@@]1(O)C1=CC=CC(Cl)=C1,10-1,C07,1.146,1.194,1.17,1.209375,0.9674418604651162,0
O=S(C1=CC(Cl)=CC(Cl)=C1O)C1=CC(Cl)=CC(Cl)=C1O,10-1,C08,0.046,0.047,0.0465,1.209375,0.03844961240310077,1
O=C(NC1=CC(Cl)=C(C(C2=CC=C(Cl)C=C2)C#N)C=C1C)C1=CC(I)=CC(I)=C1O[Na],10-1,C09,0.05,0.049,0.0495,1.209375,0.04093023255813953,1
COCC(NC1=CC(SC2=CC=CC=C2)=CC=C1N=C(NC(OC)=O)NC(OC)=O)=O,10-1,C10,1.213,1.278,1.2455,1.209375,1.0298708010335917,0
OC[C@H](O)COC1=C(C)C=C(C2=NOC(C3=CC(C4CCCC4)=NC(OC)=C3)=N2)C=C1CC,10-1,C11,0.072,0.078,0.075,1.209375,0.062015503875968984,1
O=C(O)C1=CC=CC(NC(N[C@H]2C(=O)N(CC(C(C)(C)C)=O)C3=CC=CC=C3N(C3CCCCC3)C2)=O)=C1,10-1,D02,1.236,1.241,1.2385000000000002,1.209375,1.0240826873385014,0
O=C(NCCNC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)C1=CC=CC=C1O,10-1,D03,1.221,1.256,1.2385000000000002,1.209375,1.0240826873385014,0
CN1C=NC([N+](=O)[O-])=C1C[N+](C)(C)CC=CC(=O)NC1=CC2=C(C=N1)N=CN=C2NC1=CC(Br)=C(Cl)C=C1,10-1,D04,1.187,1.203,1.195,1.209375,0.9881136950904392,0
O=C([C@H]1N2C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@]3([H])[C@@]([H])(CCC3)OC/C=C/C(F)(F)C3=NC4=CC=CC=C4N=C3O[C@@]([H])(C2)C1)N[C@@]1(C(NS(=O)(C2(C)CC2)=O)=O)[C@H](C(F)F)C1,10-1,D05,1.117,1.119,1.1179999999999999,1.209375,0.9244444444444443,0
O=C(C1=CC=CN=C1)NCCNC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,10-1,D06,1.135,1.172,1.1535,1.209375,0.953798449612403,0
O=C(O)CNC1=NC(CN(CC2=CC=C(N3N=CC=C3)C=C2)S(=O)(C2=CC=CN=C2)=O)=CC=C1,10-1,D07,1.147,1.172,1.1595,1.209375,0.9587596899224805,0
O=C(C1=CC=NC2=CC=CC=C12)N[C@@H]1C[C@@H](CC2=CC=C(Cl)C=C2)N(C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=O)CC1,10-1,D08,1.205,1.267,1.236,1.209375,1.0220155038759688,0
O=C(O)C[C@H]1CN(C2=NC(SCCC)=C(C(NC3CCCCC3)=O)C=C2)CCC1,10-1,D09,1.186,1.271,1.2285,1.209375,1.015813953488372,0
N#CC1=CC=C(C2=CC=C(S(NC3=NC(N)=CC=C3)(=O)=O)C=C2)C=C1,10-1,D10,1.169,1.248,1.2085,1.209375,0.9992764857881136,0
O=C(C1=CC2=CC=CC=C2O1)N[C@H]1[C@H](CC2=CC=CN=C2)N2CCC1CC2,10-1,D11,1.21,1.264,1.237,1.209375,1.0228423772609818,0
ClC1=C(Cl)C=C(S(=O)(N2CCN(C[C@@H](NC3=NC=NC4=C3SC=C4C)C)CC2)=O)C=C1,10-1,E02,1.201,1.213,1.207,1.209375,0.9980361757105943,0
COC1=CC2=C(C=C1OC)C(N1CC[C@@H](OC3=NC4=C(C=CC=C4)N=C3)C1)=NC=N2,10-1,E03,1.161,1.186,1.1735,1.209375,0.9703359173126614,0
N#CC1=CC=C(N2C(=O)N(C)[C@](CO)(C3=CC=CC=C3)C2=O)C=C1C(F)(F)F,10-1,E04,1.209,1.237,1.223,1.209375,1.011266149870801,0
N#CC1=CC=C(N2C(=O)N(C)[C@](C3=CC=CC=C3)(CO)C2=O)C=C1C(F)(F)F,10-1,E05,1.186,1.221,1.2035,1.209375,0.995142118863049,0
O=C(OCC1=CC=CC=C1)C1(CC2=CC=C(S(=O)(C)=O)C=C2)N(C(C)=O)CCC1,10-1,E06,1.14,1.174,1.157,1.209375,0.9566925064599483,0
O=C(O)C1=CC=C(N2N=CC(C(NC3C4CC5CC(C4)CC3C5)=O)=C2C(C)(C)C)C=C1,10-1,E07,1.139,1.171,1.155,1.209375,0.9550387596899225,0
N#CC1=NC=C(NC2=NC=C(C3=CN(C)N=C3)C(OC)=C2)N=C1O[C@H](C)CN(C)C,10-1,E08,1.19,1.244,1.217,1.209375,1.0063049095607235,0
COC1=C(N2CCOCC2)C=C(C(CN2CC3=C(C(F)=C(OCC)C(OCC)=C3)C2=N)=O)C=C1C(C)(C)C,10-1,E09,1.221,1.247,1.234,1.209375,1.0203617571059431,0
O=C(CCC(O[Na])=O)N([C@H](CC(C=C1)=CC=C1C2=CC=CC=C2)C[C@@H](C)C(OCC)=O)[H].O=C(O[Na])[C@@H](N(C(CCCC)=O)CC3=CC=C(C4=CC=CC=C4C5=NN=NN5[Na])C=C3)C(C)C.[2.5H2O],10-1,E10,1.198,1.249,1.2235,1.209375,1.0116795865633075,0
CCC(C)CNCC(=O)N1CCC2=C(C=CS2)C1COC1=CC=CC(C)=C1,10-1,E11,1.21,1.264,1.237,1.209375,1.0228423772609818,0
O=C1N(CC2=CC=CN=C2)C(C2=CC=C(OC)C(COC3=C(C)C=CC=C3C)=C2)NC2=C1C=CC=C2,10-1,F02,1.245,1.249,1.247,1.209375,1.031111111111111,0
COC1=C(OC)C(OC)=CC(C(NC(NC2=CC(NC(C3=CC=C(C4=CC=CC=C4)C=C3)=O)=C(C)C=C2)=N)=O)=C1,10-1,F03,1.229,1.238,1.2335,1.209375,1.0199483204134367,0
O=C(C1=C(C)N(CC(C)(O)C)N(C2=CC=CC=C2)C1=O)NC1=CC=C(OC2=CC=NC3=CC(OC)=CC=C23)C(F)=C1,10-1,F04,1.16,1.182,1.1709999999999998,1.209375,0.968268733850129,0
O=C(NC1=CC(COC2=CC=CN=C2)=NN1)NC1=CC(C(C)(C)C)=NN1C1=CC=C(C)C=C1,10-1,F05,1.26,1.277,1.2685,1.209375,1.0488888888888888,0
NCC1=CC(Cl)=C(OC2=CC=C3COB(O)C3=C2)C=C1,10-1,F06,1.023,1.02,1.0215,1.209375,0.8446511627906976,0
ClC1=C(Cl)C=C(C23CC2CNC3)C=C1,10-1,F07,1.163,1.194,1.1785,1.209375,0.9744702842377261,0
O=C(NC1=CC=C(C2=NC(N3[C@@H](C)COCC3)=C3C(=N2)CN(C2=NC=CC=N2)CC3)C=C1)NCC,10-1,F08,1.18,1.247,1.2135,1.209375,1.0034108527131782,0
ClC1=CC(NC2=C([N+]([O-])=O)C3=NON=C3C=C2)=CC(F)=C1,10-1,F09,1.151,1.171,1.161,1.209375,0.96,0
O=C(N1C=CN=C1)C1=C(C)OC=C1,10-1,F10,1.182,1.218,1.2,1.209375,0.9922480620155038,0
OC(C)(C)C1=NC=C(N2[C@H](C)CN(C3=NN=C(CC4=CC=CC=C4)C(C)=C3C)CC2)N=C1,10-1,F11,1.209,1.236,1.2225000000000001,1.209375,1.0108527131782947,0
O=C1C2=CC=CC3=C2C(=CC=C3)C(=O)N1CCNCC1=NN=C(C)S1,10-1,G02,1.172,1.172,1.172,1.209375,0.969095607235142,0
O=C1C2=CC=CC3=C2C(=CC=C3N(C)C)C(=O)N1CCNCC1=NN=C(C)S1,10-1,G03,1.202,1.199,1.2005,1.209375,0.9926614987080101,0
OC(C(OC(C)(C)C)C1=C(C2=CC3=C(OCCC3)C=C2)C2=C(C=CC=C2)N=C1C)=O,10-1,G04,1.275,1.254,1.2645,1.209375,1.045581395348837,0
O=S(C1=C(F)C=CC(Cl)=C1)(NC1=CC=C(C2=NC3=C(C(N)=NN3)N=C2)C=C1)=O,10-1,G05,1.127,1.114,1.1205,1.209375,0.9265116279069767,0
OC(C(OC)=O)CCN1C2=C(C(N)=NC=N2)N=C1,10-1,G06,1.198,1.196,1.197,1.209375,0.9897674418604651,0
O=C1C=CC2=CN=C(NC3=CC=C(OCCN)C=C3)N=C2N1C1C2CC(CC2)C1,10-1,G07,0.996,1.006,1.001,1.209375,0.8277002583979327,0
O=C(OC)CCSCC1=CC=C(C2=C(NC(OC(C3=CC=CC=C3Cl)C)=O)C(C)=NO2)C=C1,10-1,G08,1.239,1.264,1.2515,1.209375,1.0348320413436691,0
O=C(OCC1=NC(N)=NC(NC2=CC=CC=C2)=N1)C1=CC=C([N+]([O-])=O)C=C1,10-1,G09,1.193,1.225,1.209,1.209375,0.9996899224806202,0
O=C1N(C2=CC(Cl)=CN(C)C2=O)[C@@H](C2=CC=C(Cl)C=C2)C2=C1N=C(C1=CN=C(OC)N=C1OC)N2C(C)C,10-1,G10,1.253,1.297,1.275,1.209375,1.0542635658914727,0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/C1=C(C(C)C)N=C(N(C)S(=O)(C)=O)N=C1C2=CC=C(F)C=C2.[0.5Ca2+],10-1,G11,1.219,1.264,1.2415,1.209375,1.02656330749354,0
FC1=C(CS(C2=CC(F)=C(SC3=NC(NC4=NNC(C)=C4)=C(OC)C(N4CCCCC4)=N3)C=C2)(=O)=O)C=CC=C1[N+]([O-])=O,10-1,H02,1.233,1.241,1.237,1.209375,1.0228423772609818,0
O[C@H]1[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3N)O[C@@H]1CSCC(C)C,10-1,H03,1.182,1.173,1.1775,1.209375,0.9736434108527131,0
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NCCC2=CC=C(N)C=C2)O1,10-1,H04,1.191,1.193,1.1920000000000002,1.209375,0.9856330749354005,0
N#CC1=NC(OC2=CC(C3=CC=C(CN)C=C3)=CC=C2)=CC=N1,10-1,H05,1.224,1.224,1.224,1.209375,1.0120930232558139,0
O=C(C1(N)CCN(C([C@@H](CCCCN)NC([C@@H](CC(C)C)NC([C@@H](CC2=CC=CC=C2)NC([C@@H](CC2=CC=CC=C2)N)=O)=O)=O)=O)CC1)O,10-1,H06,1.202,1.2,1.201,1.209375,0.9930749354005168,0
CC1CC(=O)C2=C(C1)C=CC1=C2C(=O)C2=CC=CC(O)=C2C1=O,10-1,H07,0.896,0.905,0.9005000000000001,1.209375,0.7445994832041344,0
O=C(NC1=CC=C(Cl)C(S(=O)(=O)N2CCNCC2)=C1O)NC1=CC=CC(F)=C1Cl,10-1,H08,1.228,1.247,1.2375,1.209375,1.0232558139534884,0
O[C@@H]1[C@@H](CO)O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC[C@H]3O[C@@H]4O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@H]7[C@H](O)[C@@H](O)C(O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@@H]%10[C@@H](CO)O[C@H](O[C@H]3[C@H](O)[C@H]4O)[C@H](O)[C@H]%10O)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)O[C@@H]2CO)[C@H](O)[C@H]1O,10-1,H09,1.189,1.228,1.2085,1.209375,0.9992764857881136,0
C/C(NC1=CC=CC(O)=C1)=C/C(C1=CC=C(Cl)C=C1)=O,10-1,H10,1.304,1.336,1.32,1.209375,1.0914728682170542,0
O=C([C@@H]1N[C@H](CC(C)(C)C)[C@@]2([C@H]1C1=CC=CC(Cl)=C1F)C(=O)NC1=C2C=CC(Cl)=C1)N[C@H]1CC[C@H](O)CC1,10-1,H11,0.678,0.997,0.8375,1.209375,0.6925064599483204,0
OC[C@@H]1[C@@H](O)C[C@H](N2C=NC3=C2NC(N)=NC3=S)O1,10-2,A02,1.182,1.173,1.1775,1.191025,0.9886442350076614,0
CC(C)(C1=CC(NC(NC2=CC=C(C3=CC=CC4=C3C=CN=C4N)C=C2)=O)=NO1)C,10-2,A03,0.045,0.044,0.0445,1.191025,0.037362775760374466,1
N=C(N)NC1=CC=C(CNC(=O)N2CCN(C(=O)O[C@@H]3COC4C3OC[C@H]4OC(=O)N3CCN(C(=O)NCC4=CC=C(NC(=N)N)C=C4)CC3)CC2)C=C1,10-2,A04,1.204,1.177,1.1905000000000001,1.191025,0.9995592032073215,0
O=C(O)[C@H](CC1=CN=CN1CC1=CC(Cl)=CC(Cl)=C1)N[C@@H](C(O)=O)CC(C)C,10-2,A05,1.222,1.201,1.2115,1.191025,1.0171910749144644,0
O=C(N1N=C(C2=CC=C(N)C=C2)C2=C(C=C3C(=C2)OCO3)C1C)NCCC,10-2,A06,1.29,1.256,1.2730000000000001,1.191025,1.0688272706282405,0
O=C(NC1=CC=C(C)C=C1)NC1=CC([C@H]2C[C@H]2C(O)=O)=CC=C1N(CC(C)C)CC(C)C,10-2,A07,0.045,0.046,0.0455,1.191025,0.03820238869880985,1
O=C(CCN1CCCCC1)NC1=CC=C2NC(=O)/C(=C\C3=CNC4=C3C=C(OC)C=C4)C2=C1,10-2,A08,1.153,1.112,1.1325,1.191025,0.9508616527780693,0
N#CC1=CC=C(C2=C(C3=CN(C)N=C3)N=CN2CCC2=CN(C)N=C2)C=C1,10-2,A09,1.225,1.215,1.2200000000000002,1.191025,1.0243277848911654,0
O=C(C=C)NC1=CC(CNC2=NC(NC3=C(OC)C=C(N4CCN(C)CC4)C=C3)=NC=C2Cl)=CC=C1,10-2,A10,1.264,1.257,1.2605,1.191025,1.0583321088977982,0
COCCNCC1=CN=C(C2=CC3=NC=CC(OC4=CC=C(NC(=S)NC(=O)CC5=CC=C(F)C=C5)C=C4F)=C3S2)C=C1,10-2,A11,1.252,1.25,1.251,1.191025,1.050355785982662,0
O=C(C1=CC=CC(Cl)=C1)N1C(COC2=CC=C(OC)C=C2)C2=C(C=C(OC)C(OC)=C2)CC1,10-2,B02,1.226,1.206,1.216,1.191025,1.0209693331374237,0
O=C(O)C1=CC=CC=C1NC(/C=C/C2=CC(OC)=C(OC)C=C2)=O.[(E)],10-2,B03,1.2,1.193,1.1965,1.191025,1.0045968808379335,0
CC1=NC=C([N+]([O-])=O)N1C[C@H](O)CCl,10-2,B04,1.195,1.193,1.194,1.191025,1.0024978484918452,0
CC1=NC=C([N+]([O-])=O)N1C[C@H](OP(O)(O)=O)CN1CCOCC1,10-2,B05,1.201,1.177,1.189,1.191025,0.9982997837996684,0
O=C1OC[C@H](C(C)C)N1C1=NC(N[C@H](C2=CC=C(CN3CCC(F)(F)CC3)C=C2)C)=NC=C1,10-2,B06,1.307,1.28,1.2934999999999999,1.191025,1.0860393358661655,0
OC1=CC=C(/C(C2=CC=C(OCCNC)C=C2)=C(C3=CC=CC=C3)\CC)C=C1.[H]Cl.[Z],10-2,B07,0.046,0.046,0.046,1.191025,0.03862219516802754,1
OC1=CC=C(/C(C2=CC=C(OCCNC)C=C2)=C(C3=CC=CC=C3)/CC)C=C1.[H]Cl.[E],10-2,B08,0.046,0.045,0.0455,1.191025,0.03820238869880985,1
OC1=CC=C(/C(C2=CC=C(OCCNC)C=C2)=C(\C2=CC=CC=C2)CC)C=C1,10-2,B09,0.048,0.046,0.047,1.191025,0.03946180810646292,1
O=C(N)C1=CC=CC(CC2=NC(C3=NC(C)=CC=C3)=C(C3=CC=C4N=CC=NC4=C3)N2)=C1,10-2,B10,1.244,1.218,1.2309999999999999,1.191025,1.0335635272139543,0
O=C(NC1=CC=CC=C1N)CCCCCCC(NC1=CC=C(C)C=C1)=O,10-2,B11,1.259,1.24,1.2494999999999998,1.191025,1.0490963665750088,0
O[C@H]1CC[C@]([H])([C@@H](O)C[C@@H]2N3C(=CN=C3)C3=C2C(F)=CC=C3)CC1,10-2,C02,1.194,1.184,1.189,1.191025,0.9982997837996684,0
N#CCC1=CC=C(OCC2=CC=C(F)C=C2)C=C1,10-2,C03,1.238,1.226,1.232,1.191025,1.0344031401523897,0
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NCC2=CC=C(O)C=C2)O1,10-2,C04,1.197,1.188,1.1925,1.191025,1.001238429084192,0
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NCCC2=CNC3=C2C=CC=C3)O1,10-2,C05,1.178,1.167,1.1724999999999999,1.191025,0.9844461703154844,0
O=C1NC2=C(C=CC=C2)/C1=C1/NC2=C(C=CC=C2)/C1=N/OCCC(O)CO,10-2,C06,1.055,1.048,1.0514999999999999,1.191025,0.8828530047648033,0
CN1CCN(C2=CC=C(NC(C3=CC=C(C#N)O3)=O)C(N3CCCCC3)=C2)CC1,10-2,C07,1.183,1.177,1.1800000000000002,1.191025,0.9907432673537501,0
O=C(C1=CC=NO1)NC1=CC(NC(C2=CC(C(F)(F)F)=CC(N3C=NC(C)=C3)=C2)=O)=CC=C1C,10-2,C08,1.218,1.219,1.2185000000000001,1.191025,1.0230683654835122,0
O=C(NC1=CC=C(OC2=CC=NC=C2)C=C1)NC1=CC(C(C)(C)C)=NN1C,10-2,C09,1.31,1.301,1.3054999999999999,1.191025,1.0961146911273902,0
CC1=CC=C(N2C(NC(NC3=CC=C(OCCN4CCOCC4)C=C3)=O)=CC(C(C)(C)C)=N2)C=C1,10-2,C10,1.313,1.303,1.3079999999999998,1.191025,1.0982137234734786,0
O=C([C@H]1N(C(C([C@@]2(O)[C@H](C)CC[C@@H](C[C@H](OC)/C(C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C([C@H](OC)[C@H](O)/C(C)=C/[C@@H](C)C(/C=C/[C@H](C)C[C@H]3C[C@@H](OC)[C@H](O)CC3)=O)=O)O2)=O)=O)CCCC1)O[Na],10-2,C11,1.3,1.281,1.2905,1.191025,1.0835204970508596,0
O=C(C1=CC=NC=C1)NCC(C)(N1N=C(C2=CC=C(C)C=C2)C2=C(N)N=CN=C12)C,10-2,D02,1.186,1.174,1.18,1.191025,0.9907432673537498,0
O=C(NC1=CC2=CC(S(=O)(O[Na])=O)=CC(O)=C2C=C1)NC1=CC2=CC(S(=O)(O[Na])=O)=CC(O)=C2C=C1,10-2,D03,1.219,1.21,1.2145000000000001,1.191025,1.0197099137297707,0
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3N[C@@H]2[C@@H](O)CCC2)O1,10-2,D04,1.192,1.183,1.1875,1.191025,0.9970403643920153,0
O=C(C1C(=O)NC(=S)NC1=O)NC1=CC=CC=C1,10-2,D05,1.07,1.153,1.1115,1.191025,0.9332297810709262,0
COC1=CC=C(OC(=O)CN2CCN(CC3=CC(OC)=C(OC)C(OC)=C3)CC2)C=C1,10-2,D06,1.163,1.165,1.1640000000000001,1.191025,0.977309460338784,0
CCC[N+]1=CC(C(=O)N(CCC(=O)NCCOC(=O)N2CCC3=C(C=CC=C3)C2)C2=CC=CC=C2)=CC(Br)=C1,10-2,D07,1.151,1.166,1.1585,1.191025,0.9726915891773893,0
O=C1C2=C(NCCCN2CCP(O)(O)=O)C1=O,10-2,D08,1.176,1.176,1.176,1.191025,0.9873848156000083,0
O=C(C1(C2=CC=C3[C@H](O)[C@@H](CC4=CC=C(C5=CC=CC=C5)C=C4)COC3=C2)CCCC1)O,10-2,D09,0.046,0.046,0.046,1.191025,0.03862219516802754,1
O=C(NC(C(C)C)C(C(F)(F)F)=O)[C@H]1N(C([C@H](C(C)C)NC(C2=CC=C(C(NCC(O[Na])=O)=O)C=C2)=O)=O)CCC1,10-2,D10,1.205,1.214,1.2095,1.191025,1.0155118490375936,0
O=C(N[C@H]1CN2CCC1CC2)C1=CNC2=C(SC=C2)C1=O,10-2,D11,1.246,1.237,1.2415,1.191025,1.0423794630675258,0
O=C([C@@H]1[C@@H](C2=CC=CC=C2)[C@@]2(C3=CC=C(OC)C=C3)[C@@](O)([C@@H]1O)C1=C(OC)C=C(OC)C=C1O2)OC,10-2,E02,1.204,1.196,1.2,1.191025,1.0075355261224574,0
O=C([C@@H]1[C@@H](C2=CC=CC=C2)[C@@]2(C3=CC=C(OC)C=C3)[C@@](O)([C@@H]1O)C1=C(OC)C=C(OC)C=C1O2)O,10-2,E03,1.198,1.187,1.1925,1.191025,1.001238429084192,0
O=C([C@@H]1[C@@H](C2=CC=CC=C2)[C@@]2(C3=CC=C(OC)C=C3)[C@@](O)([C@@H]1O)C1=C(OC)C=C(OC)C=C1O2)N,10-2,E04,1.191,1.181,1.186,1.191025,0.9957809449843622,0
CCCCCCCCC/C(C(O)=O)=C\C1=C(C)C(=O)C(OC)=C(OC)C1=O,10-2,E05,0.904,0.93,0.917,1.191025,0.7699250645452447,0
O=C(NS(=O)(C1=CC(Br)=CC=C1OC)=O)/C=C/C1=CC(Cl)=CC=C1CC1=CC=C2C=CC=CC2=C1,10-2,E06,0.278,0.304,0.29100000000000004,1.191025,0.244327365084696,1
ClC1=CC=C2C(NC[C-]34[Fe+2]56789%10%11([CH-]%12[CH]5=[CH]6[CH]7=[CH]8%12)C3(CN(C)C)=[CH]9[CH]%10=[CH]4%11)=CC=NC2=C1,10-2,E07,1.109,1.118,1.1135000000000002,1.191025,0.9349090069477972,0
O[C@H]1[C@H](N2C=NC3=C(NCC4=CC=C(N)C=C4)N=CN=C23)O[C@H](C(NC)=O)[C@H]1O,10-2,E08,1.184,1.179,1.1815,1.191025,0.992002686761403,0
C(NC)(=O)C1=CC=CC(NC2=NC=CC(N3CC(OC4=CC=C(F)C=C4C)C3)=N2)=C1,10-2,E09,1.228,1.228,1.228,1.191025,1.0310446883986482,0
O=C(OC1=CC=C(Br)C=C1)N1CCN2CCC1CC2,10-2,E10,1.229,1.234,1.2315,1.191025,1.033983333683172,0
